id,semestre,curso,periodo,ch_ob,ch_op,capacidade,codigo,disciplina,turma,setor,alocacao,codigo_horario,origem,linha_planilha
2025-1-TCC00306-A1,2025-1,31,CC-P4,4.0,,45,TCC00306,METODOS NUMERICOS,A1,COMP.NUM.,Luiz Bez,3_5_09_11,IC,46
2025-1-TCC00330-A1,2025-1,83,SI-P7,4.0,,50,TCC00330,MODELAGEM DE PROCESSO DE NEGÓCIOS,A1,GER.SIST.TI,Flavio Seixas,2_4_18_20,IC,47
2025-1-TCC00318-A1,2025-1,31,CC-P7,4.0,,60,TCC00318,PESQUISA OPERACIONAL,A1,ALG.CPX.,Yuri,3_5_09_11,IC,48
2025-1-TCC00334-A1,2025-1,83,SI-P4,4.0,,61,TCC00334,PRINCIPIO DE BANCO DE DADOS,A1,B.D.,Marcos Bedo,2_4_18_20,IC,49
2025-1-TCC00307-A1,2025-1,31,CC-P6,4.0,,79,TCC00307,PROGRAMAÇÃO CIENTÍFICA,A1,COMP.NUM.,Ricardo,3_5_09_11,IC,50
2025-1-TCC00366-A1,2025-1,83,SI-P1-A,4.0,,54,TCC00366,PROGRAMAÇÃO DE COMPUTADORES I,A1,ESTR.PROG.,Leo Cruz,2_4_18_20,IC,51
2025-1-TCC00366-B1,2025-1,83,SI-P1-B,4.0,,52,TCC00366,PROGRAMAÇÃO DE COMPUTADORES I,B1,ESTR.PROG.,Heleno,2_4_18_20,IC,52
2025-1-TCC00308-A1,2025-1,31,CC-P1-A,4.0,,42,TCC00308,PROGRAMAÇÃO DE COMPUTADORES I,A1,ESTR.PROG.,Viterbo,2_4_16_18,IC,53
2025-1-TCC00308-B1,2025-1,31,CC-P1-B,4.0,,50,TCC00308,PROGRAMAÇÃO DE COMPUTADORES I,B1,ESTR.PROG.,Igor Machado,2_4_16_18,IC,54
2025-1-TCC00356-A1,2025-1,83,SI-P2-A,4.0,,45,TCC00356,PROGRAMAÇÃO DE COMPUTADORES II,A1,ESTR.PROG.,Patrick,2_4_18_20,IC,55
2025-1-TCC00356-B1,2025-1,83,SI-P2-B,4.0,,45,TCC00356,PROGRAMAÇÃO DE COMPUTADORES II,B1,ESTR.PROG.,Patrick,2_4_20_22,IC,56
2025-1-TCC00347-A1,2025-1,31,CC-P2-A,4.0,,45,TCC00347,PROGRAMAÇÃO ESTRUTURADA,A1,ESTR.PROG.,Rosseti,3_5_09_11,IC,57
2025-1-TCC00347-B1,2025-1,31,CC-P2-B,4.0,,52,TCC00347,PROGRAMAÇÃO ESTRUTURADA,B1,ESTR.PROG.,Aline Paes,3_5_09_11,IC,58
2025-1-TCC00328-B1,2025-1,31,CC-P3-B,4.0,,45,TCC00328,PROGRAMAÇÃO ORIENTADA A OBJETOS,B1,ENG.SOFT.,Rebeca,2_4_16_18,IC,60
2025-1-TCC00357-A1,2025-1,83,SI-P4,4.0,,79,TCC00357,PROGRAMAÇÃO ORIENTADA A OBJETOS I,A1,ENG.SOFT.,Mauricio,6_18_22,IC,61
2025-1-TCC00357-X1,2025-1,83,SI-P4,4.0,,50,TCC00357,PROGRAMAÇÃO ORIENTADA A OBJETOS I,X1,ALG.CPX.,Andre Renato,3_5_18_20,IC,62
2025-1-TCC00335-A1,2025-1,83,SI-P5,4.0,,79,TCC00335,PROJETO DE BANCO DE DADOS PARA SI,A1,B.D.,Daniel,3_5_20_22,IC,63
2025-1-TCC00312-A1,2025-1,31,CC-P5,4.0,,60,TCC00312,PROJETO DE SOFTWARE,A1,ENG.SOFT.,Vania,2_4_11_13,IC,64
2025-1-TCC00338-A1,2025-1,83,SI-P6,4.0,,68,TCC00338,PROJETO DE SOFTWARE,A1,ENG.SOFT.,Joao Pimentel,3_5_18_20,IC,65
2025-1-TCC00311-B1,2025-1,31,,0.0,,,TCC00311,PROJETO FINAL II,B1,PROJ.FINAL,_Simone_,,IC,66
2025-1-TCC00365-A1,2025-1,83,SI-P8,4.0,,45,TCC00365,QUALIDADE E TESTE DE SOFTWARE,A1,ENG.SOFT.,Vania,2_4_18_20,IC,67
2025-1-TCC00359-A1,2025-1,83,SI-P4,4.0,,50,TCC00359,REDES DE COMPUTADORES,A1,REDES,Flavio Seixas,2_4_20_22,IC,68
2025-1-TCC00313-A1,2025-1,31,CC-P5,4.0,,61,TCC00313,REDES DE COMPUTADORES I,A1,REDES,Celio,3_5_07_09,IC,69
2025-1-TCC00314-A1,2025-1,31,CC-P6,4.0,,42,TCC00314,REDES DE COMPUTADORES II,A1,REDES,Celio,3_5_11_13,IC,70
2025-1-TCC00341-A1,2025-1,83,SI-P7,4.0,,61,TCC00341,SEGURANÇA DA INFORMAÇÃO,A1,REDES,Igor Moraes,2_4_20_22,IC,71
2025-1-TCC00358-A1,2025-1,83,SI-P3-A,4.0,,61,TCC00358,SISTEMAS COMPUTACIONAIS,A1,ARQ.SO.,Aline Nascimento,5_18_22,IC,72
2025-1-TCC00358-B1,2025-1,83,SI-P3-B,4.0,,50,TCC00358,SISTEMAS COMPUTACIONAIS,B1,ARQ.SO.,Cristina Boeres,5_18_22,IC,73
2025-1-TCC00315-A1,2025-1,31,CC-P7,4.0,,43,TCC00315,SISTEMAS DISTRIBUÍDOS,A1,ARQ.SO.,Flavia Delicato,3_5_07_09,IC,74
2025-1-TCC00362-A1,2025-1,83,SI-P5,4.0,,52,TCC00362,SISTEMAS DISTRIBUÍDOS PARA SISTEMAS DE INFORMAÇÃO,A1,ARQ.SO.,Raphael Guerra,2_4_20_22,IC,75
2025-1-TCC00316-A1,2025-1,31,CC-P4,4.0,,54,TCC00316,SISTEMAS OPERACIONAIS,A1,ARQ.SO.,Cristina Boeres,3_5_11_13,IC,76
2025-1-TCC00360-A1,2025-1,83,SI-P6,4.0,,43,TCC00360,VISUALIZAÇÃO DE DADOS,A1,COMP.VIS.JOGOS,Marcos Lage,2_4_18_20,IC,77
2025-1-TCC00242-A1,2025-1,83,SI-P6,4.0,,42,TCC00242,Ementa Variável I / Graduação - Introdução à programação funcional - TCC0024X TÓPICOS EM COMPUTAÇÃO X,A1,,Mauricio,3_5_20_22,IC,78
2025-1-TCC00212-A1,2025-1,83,SI-P7,4.0,,42,TCC00212,Ementa Variável II / EMPREENDEDORISMO,A1,,Daniela,3_5_18_20,IC,79
2025-1-GCI00126-,2025-1,,SI-P5,,,54,GCI00126,REPRESENTAÇÃO DA INFORMAÇÃO,,,ChristianoGCI,6_18_22,externa,136
2025-1-GCI00116-,2025-1,,SI-P4,,,54,GCI00116,ÉTICA,,,ChristianoGCI,5_18_22,externa,137
2025-2-TCC00284-A1,2025-2,31,CC-P6,4.0,,50,TCC00284,ALGORITMOS EM GRAFOS,A1,ALG.CPX.,Fabio,3_5_09_11,IC,3
2025-2-TCC00285-A1,2025-2,31,CC-P5,4.0,,50,TCC00285,ANÁLISE E PROJETO DE ALGORITMOS,A1,ALG.CPX.,Loana,3_5_11_13,IC,4
2025-2-TCC00286-A1,2025-2,31,CC-P3-A,4.0,,50,TCC00286,ARQUITETURAS DE COMPUTADORES,A1,ARQ.SO.,Vinod,3_5_09_11,IC,5
2025-2-TCC00286-B1,2025-2,31,CC-P3-B,4.0,,50,TCC00286,ARQUITETURAS DE COMPUTADORES,B1,ARQ.SO.,Cristina Boeres,3_5_09_11,IC,6
2025-2-TCC00349-A1,2025-2,31,CC-P5,4.0,,50,TCC00349,AVALIAÇÃO DE DESEMPENHO,A1,REDES,Guto,3_5_07_09,IC,7
2025-2-TCC00336-A1,2025-2,83,SI-P6,4.0,,41,TCC00336,BANCO DE DADOS NÃO CONVENCIONAIS,A1,B.D.,Daniel,2_4_20_22,IC,8
2025-2-TCC00287-A1,2025-2,31,CC-P4,4.0,,70,TCC00287,BANCO DE DADOS I,A1,B.D.,Luiz Andre,2_4_07_09,IC,9
2025-2-TCC00288-A1,2025-2,31,CC-P5,4.0,,50,TCC00288,BANCO DE DADOS II,A1,B.D.,Luiz Andre,2_4_11_13,IC,10
2025-2-TCC00289-A1,2025-2,31,CC-P7,4.0,,50,TCC00289,COMPILADORES,A1,LING.TEOR.,Flavia Bernardini,2_4_07_09,IC,11
2025-2-TCC00290-A1,2025-2,31,CC-P8,2.0,,40,TCC00290,COMPUTAÇÃO E SOCIEDADE,A1,GER.SIST.TI,Jose Raphael,5_11_13,IC,12
2025-2-TCC00222-A1,2025-2,83,SI-P8,4.0,,35,TCC00222,COMPUTAÇÃO E SOCIEDADE PARA SISTEMAS DE INFORMAÇÃO,A1,GER.SIST.TI,Marcelo Fornazin,5_18_22,IC,13
2025-2-TCC00291-A1,2025-2,31,CC-P6,4.0,,50,TCC00291,COMPUTAÇÃO GRÁFICA,A1,COMP.VIS.JOGOS,Esteban,2_4_11_13,IC,14
2025-2-TCC00226-A1,2025-2,31,CC-P5,4.0,,50,TCC00226,DESENVOLVIMENTO WEB,A1,ENG.SOFT.,Carlos Ribeiro,2_4_09_11,IC,15
2025-2-TCC00368-A1,2025-2,83,SI-P7,4.0,,36,TCC00368,P.O. PARA S.I. (WEB AVANC.),A1,ALG.CPX.,Andre Renato,3_5_20_22,IC,16
2025-2-TCC00225-A1,2025-2,83,SI-P5,4.0,,52,TCC00225,ENGENHARIA DE SOFTWARE,A1,ENG.SOFT.,Rebeca,2_4_18_20,IC,17
2025-2-TCC00292-A1,2025-2,31,CC-P4,4.0,,50,TCC00292,ENGENHARIA DE SOFTWARE I,A1,ENG.SOFT.,Leo Murta,2_4_09_11,IC,18
2025-2-TCC00293-A1,2025-2,31,CC-P6,4.0,,50,TCC00293,ENGENHARIA DE SOFTWARE II,A1,ENG.SOFT.,Leo Murta,2_4_07_09,IC,19
2025-2-TCC00348-A1,2025-2,31,CC-P3-A,4.0,,60,TCC00348,ESTRUTURAS DE DADOS E SEUS ALGORITMOS,A1,ESTR.PROG.,Rosseti,3_5_11_13,IC,20
2025-2-TCC00331-A1,2025-2,83,SI-P3,4.0,,60,TCC00331,ESTRUTURAS DE DADOS PARA SISTEMAS DE INFORMAÇÃO,A1,ESTR.PROG.,Taiane,2_4_18_20,IC,22
2025-2-TCC00296-A1,2025-2,31,CC-P1-A,4.0,,55,TCC00296,FUNDAMENTOS DE ARQUITETURAS DE COMPUTADORES,A1,ARQ.SO.,Vinod,3_5_14_16,IC,23
2025-2-TCC00296-B1,2025-2,31,CC-P1-B,4.0,,54,TCC00296,FUNDAMENTOS DE ARQUITETURAS DE COMPUTADORES,B1,ARQ.SO.,Aline Nascimento,3_5_14_16,IC,24
2025-2-TCC00332-A1,2025-2,83,SI-P1,4.0,,41,TCC00332,FUNDAMENTOS DE SISTEMAS DE INFORMAÇÃO,A1,GER.SIST.TI,Mariza,3_5_18_20,IC,25
2025-2-TCC00332-B1,2025-2,83,SI-P1,4.0,,40,TCC00332,FUNDAMENTOS DE SISTEMAS DE INFORMAÇÃO,B1,GER.SIST.TI,Leo Cruz,3_5_20_22,IC,26
2025-2-TCC00354-A1,2025-2,83,SI-P1,4.0,,40,TCC00354,FUNDAMENTOS MATEMÁTICOS PARA COMPUTAÇÃO,A1,ALG.CPX.,Martinhon,3_5_18_20,IC,27
2025-2-TCC00354-B1,2025-2,83,SI-P1,4.0,,40,TCC00354,FUNDAMENTOS MATEMÁTICOS PARA COMPUTAÇÃO,B1,ALG.CPX.,Martinhon,3_5_20_22,IC,28
2025-2-TCC00363-A1,2025-2,83,SI-P7,4.0,,46,TCC00363,GERÊNCIA DE PROJETOS E MANUT DE SOFTWARE,A1,ENG.SOFT.,Troy,3_5_18_20,IC,29
2025-2-TCC00324-A1,2025-2,83,SI-P8,4.0,,40,TCC00324,GOVERNANÇA EM TECNOLOGIA DA INFORMAÇÃO,A1,GER.SIST.TI,Marcelo Fornazin,6_18_22,IC,30
2025-2-TCC00297-A1,2025-2,31,CC-P7,4.0,,50,TCC00297,INTELIGÊNCIA ARTIFICIAL,A1,IA,Mariza,3_5_11_13,IC,31
2025-2-TCC00298-A1,2025-2,31,CC-P7,4.0,,50,TCC00298,INTERFACE HOMEM MAQUINA,A1,IHC,Luciana,2_4_11_13,IC,32
2025-2-TCC00337-A1,2025-2,83,SI-P5,4.0,,51,TCC00337,INTRODUÇÃO A INTERAÇÃO HUMANO-COMPUTADOR,A1,IHC,Daniela,5_18_22,IC,33
2025-2-TCC00361-A1,2025-2,83,SI-P6,4.0,,41,TCC00361,INTRODUÇÃO AO DESENVOLVIMENTO WEB,A1,ENG.SOFT.,Heleno,6_18_22,IC,34
2025-2-TCC00300-A-A/B-A,2025-2,31,CC-P4,4.0,,40,TCC00300,LABORATÓRIO DE DISPOSITIVOS MÓVEIS,A-A/B-A,ARQ.SO.,Leandro Santiago,3_14_18,IC,35
2025-2-TCC00301-A-A/B-A,2025-2,31,CC-P2,4.0,,40,TCC00301,LABORATÓRIO DE PROGRAMAÇÃO DE JOGOS,A-A/B-A,COMP.VIS.JOGOS,Esteban,3_5_11_13,IC,36
2025-2-TCC00344-A1,2025-2,31,CC-P7,4.0,,55,TCC00344,LABORATÓRIO DE PROGRAMAÇÃO PARALELA,A1,ARQ.SO.,Lucia,2_4_09_11,IC,37
2025-2-TCC00346-A-A/C-A,2025-2,31,CC-P1-A,4.0,,27,TCC00346,LABORATÓRIO DE RESOLUÇÃO DE PROBLEMAS,A-A/C-A,ESTR.PROG.,Kowada,3_5_16_18,IC,38
2025-2-TCC00346-B-A/D-A,2025-2,31,CC-P1-B,4.0,,27,TCC00346,LABORATÓRIO DE RESOLUÇÃO DE PROBLEMAS,B-A/D-A,ESTR.PROG.,Mauricio,3_5_16_18,IC,39
2025-2-TCC00355-E-A,2025-2,83,SI-P1,4.0,,45,TCC00355,LABORATÓRIO DE RESOLUÇÃO DE PROBLEMAS,E-A,ESTR.PROG.,Leandro Fernandes,2_4_20_22,IC,40
2025-2-TCC00355-F-A,2025-2,83,SI-P1,4.0,,45,TCC00355,LABORATÓRIO DE RESOLUÇÃO DE PROBLEMAS,F-A,ESTR.PROG.,Leo Cruz,2_4_20_22,IC,41
2025-2-TCC00304-A1,2025-2,31,CC-P4,4.0,,50,TCC00304,LINGUAGENS DE PROGRAMAÇÃO,A1,LING.TEOR.,Bruno,2_4_11_13,IC,42
2025-2-TCC00305-A1,2025-2,31,CC-P6,4.0,,50,TCC00305,LINGUAGENS FORMAIS E TEORIA DA COMPUTAÇÃO,A1,LING.TEOR.,Mario,2_4_09_11,IC,43
2025-2-TCC00306-A1,2025-2,31,CC-P4,4.0,,70,TCC00306,METODOS NUMERICOS,A1,COMP.NUM.,Pedro,3_5_09_11,IC,44
2025-2-TCC00330-A1,2025-2,83,SI-P7,4.0,,46,TCC00330,MODELAGEM DE PROCESSO DE NEGÓCIOS,A1,GER.SIST.TI,Rodrigo,2_18_22,IC,45
2025-2-TCC00318-A1,2025-2,31,CC-P7,4.0,,50,TCC00318,PESQUISA OPERACIONAL,A1,ALG.CPX.,Yuri,6_09_13,IC,46
2025-2-TCC00334-A1,2025-2,83,SI-P4,4.0,,51,TCC00334,PRINCIPIO DE BANCO DE DADOS,A1,B.D.,Daniel,4_6_18_20,IC,47
2025-2-TCC00307-A1,2025-2,31,CC-P6,4.0,,50,TCC00307,PROGRAMAÇÃO CIENTÍFICA,A1,COMP.NUM.,Andre Brabo,3_5_07_09,IC,48
2025-2-TCC00366-A1,2025-2,83,SI-P1,4.0,,45,TCC00366,PROGRAMAÇÃO DE COMPUTADORES I,A1,ESTR.PROG.,Leandro Fernandes,2_4_18_20,IC,49
2025-2-TCC00366-B1,2025-2,83,SI-P1,4.0,,45,TCC00366,PROGRAMAÇÃO DE COMPUTADORES I,B1,ESTR.PROG.,Leo Cruz,2_4_18_20,IC,50
2025-2-TCC00308-A1,2025-2,31,CC-P1-A,4.0,,40,TCC00308,PROGRAMAÇÃO DE COMPUTADORES I,A1,ESTR.PROG.,Anselmo,2_4_16_18,IC,51
2025-2-TCC00308-B1,2025-2,31,CC-P1-B,4.0,,40,TCC00308,PROGRAMAÇÃO DE COMPUTADORES I,B1,ESTR.PROG.,Igor Machado,2_4_16_18,IC,52
2025-2-TCC00356-A1,2025-2,83,SI-P2,4.0,,45,TCC00356,PROGRAMAÇÃO DE COMPUTADORES II,A1,ESTR.PROG.,Patrick,2_4_18_20,IC,53
2025-2-TCC00356-B1,2025-2,83,SI-P2,4.0,,46,TCC00356,PROGRAMAÇÃO DE COMPUTADORES II,B1,ESTR.PROG.,Patrick,2_4_20_22,IC,54
2025-2-TCC00347-A1,2025-2,31,CC-P2-A,4.0,,45,TCC00347,PROGRAMAÇÃO ESTRUTURADA,A1,ESTR.PROG.,Rosseti,3_5_09_11,IC,55
2025-2-TCC00347-B1,2025-2,31,CC-P2-B,4.0,,45,TCC00347,PROGRAMAÇÃO ESTRUTURADA,B1,ESTR.PROG.,Aline Paes,3_5_09_11,IC,56
2025-2-TCC00347-X1,2025-2,31,CC-P2-B,4.0,,45,TCC00347,PROGRAMAÇÃO ESTRUTURADA,X1,ESTR.PROG.,Aline Nascimento,3_5_16_18,IC,57
2025-2-TCC00328-A1,2025-2,31,CC-P3-A,4.0,,50,TCC00328,PROGRAMAÇÃO ORIENTADA A OBJETOS,A1,ENG.SOFT.,Anselmo,2_4_11_13,IC,58
2025-2-TCC00328-B1,2025-2,31,CC-P3-B,4.0,,50,TCC00328,PROGRAMAÇÃO ORIENTADA A OBJETOS,B1,ENG.SOFT.,Rebeca,2_4_16_18,IC,59
2025-2-TCC00328-X1,2025-2,31,CC-P3-B,4.0,,,TCC00328,PROGRAMAÇÃO ORIENTADA A OBJETOS,X1,ENG.SOFT.,Flavia Bernardini,2_4_11_13,IC,60
2025-2-TCC00357-A1,2025-2,83,SI-P4,4.0,,61,TCC00357,PROGRAMAÇÃO ORIENTADA A OBJETOS I,A1,ENG.SOFT.,Heleno,2_18_22,IC,61
2025-2-TCC00335-A1,2025-2,83,SI-P5,4.0,,52,TCC00335,PROJETO DE BANCO DE DADOS,A1,B.D.,Marcos Bedo,2_4_20_22,IC,62
2025-2-TCC00312-A1,2025-2,31,CC-P5,4.0,,50,TCC00312,PROJETO DE SOFTWARE,A1,ENG.SOFT.,Troy,2_4_07_09,IC,63
2025-2-TCC00338-A1,2025-2,83,SI-P6,4.0,,46,TCC00338,PROJETO DE SOFTWARE,A1,ENG.SOFT.,Joao Pimentel,3_5_20_22,IC,64
2025-2-TCC00311-B1,2025-2,31,,0.0,,,TCC00311,PROJETO FINAL II,B1,PROJ.FINAL.II,Troy,,IC,65
2025-2-TCC00365-A1,2025-2,83,SI-P8,4.0,,50,TCC00365,QUALIDADE E TESTE DE SOFTWARE,A1,ENG.SOFT.,Vania,2_4_18_20,IC,66
2025-2-TCC00359-A1,2025-2,83,SI-P4,4.0,,46,TCC00359,REDES DE COMPUTADORES,A1,REDES,Flavio Seixas,4_6_20_22,IC,67
2025-2-TCC00313-A1,2025-2,31,CC-P5,4.0,,50,TCC00313,REDES DE COMPUTADORES I,A1,REDES,Celio,3_5_09_11,IC,68
2025-2-TCC00314-A1,2025-2,31,CC-P6,4.0,,50,TCC00314,REDES DE COMPUTADORES II,A1,REDES,Igor Moraes,3_5_11_13,IC,69
2025-2-TCC00341-A1,2025-2,83,SI-P7,4.0,,51,TCC00341,SEGURANÇA DA INFORMAÇÃO,A1,REDES,Raphael Machado,4_18_22,IC,70
